"","Site_ID","Day","Month","Year","Plant_genus","Plant_species","Plant.ID","Fruit_Yes","Fruit_No","Fruit_preyed","Fruit_dispersed","Notes"
"379","Elpinar",14,4,2015,"Rosmarinus","officinalis","A1",19,0,0,15,NA
"380","Elpinar",14,4,2015,"Rosmarinus","officinalis","A2",7,0,0,5,NA
"381","Elpinar",14,4,2015,"Rosmarinus","officinalis","A3",7,1,0,4,NA
"382","Elpinar",14,4,2015,"Rosmarinus","officinalis","B1",8,9,0,6,NA
"383","Elpinar",14,4,2015,"Rosmarinus","officinalis","B2",13,5,0,11,NA
"384","Elpinar",14,4,2015,"Rosmarinus","officinalis","B3",22,3,0,19,NA
"385","Elpinar",14,4,2015,"Rosmarinus","officinalis","C1",1,0,0,0,NA
"386","Elpinar",14,4,2015,"Rosmarinus","officinalis","C2",0,0,0,0,"frutos perdidos"
"387","Elpinar",14,4,2015,"Rosmarinus","officinalis","C3",14,2,0,11,NA
"388","PinaresdeHinojos",28,5,2015,"Cistus","libanotis","A1",2,0,0,1,NA
"389","PinaresdeHinojos",28,5,2015,"Cistus","libanotis","A2",3,0,0,1,NA
"390","PinaresdeHinojos",28,5,2015,"Cistus","libanotis","A3",3,0,0,1,NA
"391","PinaresdeHinojos",28,5,2015,"Cistus","libanotis","B1",2,0,0,0,NA
"392","PinaresdeHinojos",28,5,2015,"Cistus","libanotis","B2",7,0,0,3,NA
"393","PinaresdeHinojos",28,5,2015,"Cistus","libanotis","B3",8,0,0,1,NA
"394","PinaresdeHinojos",28,5,2015,"Cistus","salvifolius","A1",3,0,0,1,NA
"395","PinaresdeHinojos",28,5,2015,"Cistus","salvifolius","A2",5,0,0,4,NA
"396","PinaresdeHinojos",28,5,2015,"Cistus","salvifolius","A3",4,3,0,3,NA
"397","PinaresdeHinojos",28,5,2015,"Cistus","salvifolius","B1",2,0,0,0,NA
"398","PinaresdeHinojos",28,5,2015,"Cistus","salvifolius","B2",4,0,0,1,NA
"399","PinaresdeHinojos",28,5,2015,"Cistus","salvifolius","B3",7,0,0,1,NA
"400","PinaresdeHinojos",11,6,2015,"Retama","sphaerocarpa","B1",0,0,0,0,"frutos perdidos"
"401","PinaresdeHinojos",11,6,2015,"Retama","sphaerocarpa","B2",16,0,0,15,NA
"402","Esparragal",27,5,2015,"Halimium","commutatum","A1",0,2,0,0,NA
"403","Esparragal",27,5,2015,"Halimium","commutatum","A2",0,1,0,0,NA
"404","Esparragal",27,5,2015,"Halimium","commutatum","A3",0,6,0,0,NA
"405","Esparragal",27,5,2015,"Halimium","commutatum","B1",1,0,0,1,NA
"406","Esparragal",27,5,2015,"Halimium","commutatum","B2",0,1,0,0,NA
"407","Esparragal",27,5,2015,"Halimium","commutatum","B3",0,1,0,0,NA
"408","Esparragal",27,5,2015,"Halimium","commutatum","C1",0,0,0,0,"frutos perdidos"
"409","Esparragal",27,5,2015,"Halimium","commutatum","C2",1,0,0,1,NA
"410","Esparragal",27,5,2015,"Halimium","commutatum","C3",0,0,0,0,"frutos perdidos"
"411","Esparragal",27,5,2015,"Halimium","halimifolium","A1",5,0,0,2,NA
"412","Esparragal",27,5,2015,"Halimium","halimifolium","A2",3,0,0,1,NA
"413","Esparragal",27,5,2015,"Halimium","halimifolium","A3",4,0,0,2,NA
"414","Esparragal",27,5,2015,"Cistus","salvifolius","A1",2,3,0,0,NA
"415","Esparragal",27,5,2015,"Cistus","salvifolius","A2",4,0,1,2,NA
"416","Esparragal",27,5,2015,"Cistus","salvifolius","A3",3,0,1,1,NA
"417","Esparragal",27,5,2015,"Lavandula","pedunculata","A1",98,38,2,0,NA
"418","Esparragal",27,5,2015,"Lavandula","pedunculata","A2",119,20,9,0,NA
"419","Esparragal",27,5,2015,"Lavandula","pedunculata","A3",142,15,20,0,NA
"420","Esparragal",27,5,2015,"Lavandula","pedunculata","B1",91,12,11,48,NA
"421","Esparragal",27,5,2015,"Lavandula","pedunculata","B2",83,30,21,0,NA
"422","Esparragal",27,5,2015,"Lavandula","pedunculata","B3",84,39,13,0,NA
