"","Site_ID","Round","Plant_gen_sp","Pollinator_gen_sp","Out","Pollinator_id","Pollinator_sex","Frequency"
"1218","CotitodeSantaTeresa",4,"Cistus albidus","Andrena sp","focal","PERDIDO",NA,1
"1219","CotitodeSantaTeresa",4,"Cistus salvifolius","Nomada succincta","out","no_captured",NA,1
"1220","CotitodeSantaTeresa",4,"Cistus salvifolius","Dasypoda sp","out","no_captured",NA,1
"1221","Elpinar",4,"Cistus albidus","Apis mellifera","focal","no_captured","worker",3
"1222","Elpinar",4,"Lavandula stoechas","Bombus terrestris","focal","no_captured","worker",1
"1223","Esparragal",5,"Halimium commutatum","Episyrphus balteatus","focal","no_captured",NA,1
"1224","Esparragal",5,"Cistus salvifolius","Parageron morpho1","focal","BF371","female",1
"1225","Esparragal",5,"Cistus salvifolius","Andrena cinerea","focal","BF65","female",1
"1226","Esparragal",5,"Cistus crispus","Lasioglossum sp","focal","PERDIDO","female",1
"1227","Esparragal",5,"Cistus crispus","Lasioglossum sp","focal","PERDIDO","female",1
"1228","Esparragal",5,"Cistus crispus","Dasypoda cingulata","focal","BF116","female",1
"1229","Esparragal",5,"Cistus crispus","Parageron sp","focal","PERDIDO",NA,1
"1230","Esparragal",5,"Cistus crispus","Callophrys rubi","focal","no_captured",NA,1
"1231","Esparragal",5,"Halimium halimifolium","Lasioglossum sp","focal","no_captured","female",1
"1232","Esparragal",5,"Halimium halimifolium","Episyrphus balteatus","focal","no_captured",NA,1
"1233","Esparragal",5,"Halimium halimifolium","Chasmatopterus illigeri","focal","no_captured",NA,1
"1234","Esparragal",5,"Halimium halimifolium","Psilothrix viridicoerulea","focal","no_captured",NA,1
"1235","Esparragal",5,"Cistus salvifolius","Cerocoma schaefferi","out","BF500","male",1
"1236","Esparragal",5,"Cistus salvifolius","Cerocoma schaefferi","out","BF503",NA,1
"1237","Esparragal",5,"Cistus salvifolius","Cerocoma schaefferi","out","BF504",NA,1
"1238","Esparragal",5,"Cistus salvifolius","Cerocoma schaefferi","out","BF505",NA,1
"1239","Esparragal",5,"Cistus salvifolius","Cerocoma schaefferi","out","PERDIDO",NA,1
"1240","LaCunya",5,"Cistus salvifolius","Lasioglossum sp","focal","no_captured","female",1
"1241","LaCunya",5,"Cistus salvifolius","Psilothrix viridicoerulea","focal","no_captured",NA,1
"1242","LaCunya",5,"Cistus salvifolius","Eucera hispaliensis","focal","no_captured","female",1
"1243","LaCunya",5,"Cistus salvifolius","Halictus quadricinctus","focal","no_captured","female",1
"1244","LaCunya",5,"Lavandula pedunculata","Apis mellifera","focal","no_captured","worker",NA
"1245","LaCunya",5,"Lavandula pedunculata","Apis mellifera","focal","no_captured","worker",1
"1246","LaCunya",5,"Lavandula pedunculata","Eucera sp","focal","PERDIDO",NA,1
"1247","LaRocina",5,"Anchusa azurea","Apis mellifera","focal","no_captured","worker",1
"1248","LaRocina",5,"Anchusa azurea","Xylocopa cantabrita","focal","no_captured","female",1
"1249","LaRocina",5,"Anchusa azurea","Vanessa cardui","focal","no_captured",NA,1
"1250","LaRocina",5,"Anchusa azurea","Osmia sp","focal","PERDIDO","female",1
"1251","LaRocina",5,"Anchusa azurea","Osmia rufa","focal","no_captured","male",1
"1252","LaRocina",5,"Anchusa azurea","Ceratina sp","focal","no_captured",NA,3
"1253","LaRocina",5,"Anchusa azurea","Andrena sp","out","PERDIDO","female",1
"1254","LaRocina",5,"Anchusa azurea","Hoplitis adunca","out","no_captured","female",1
"1255","LaRocina",5,"Anchusa azurea","Dasypoda crassicornis","out","BF122","female",1
"1256","LaRocina",5,"Anchusa azurea","Ceratina mocsaryi","out","PERDIDO",NA,1
"1257","LaRocina",5,"Anchusa azurea","Ceratina cucurbitina","out","no_captured",NA,1
"1258","LaRocina",5,"Malva sp","Hylaeus variegatus","out","no_captured","male",1
"1259","LaRocina",5,"Cistus salvifolius","Colletes nigricans","out","no_captured","female",1
"1260","LaRocina",5,"Erodium sp","Vanessa cardui","out","no_captured",NA,1
"1261","LaRocina",5,"Erodium sp","Pieris brassicae","out","no_captured",NA,1
"1262","LaRocina",5,"Erodium sp","Lycaena phlaeas","out","no_captured",NA,1
"1263","Aznalcazar",5,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"1264","Aznalcazar",5,"Cistus salvifolius","Xylocopa cantabrita","focal","no_captured","female",1
"1265","Aznalcazar",5,"Cistus monspeliensis","Xylocopa cantabrita","focal","no_captured","female",1
"1266","Aznalcazar",5,"Cistus crispus","Xylocopa cantabrita","focal","no_captured","female",1
"1267","Aznalcazar",5,"Cistus crispus","Andrena flavipes","focal","BF142","female",1
"1268","Aznalcazar",5,"Cistus crispus","Rhodanthidium septendentatum","focal","no_captured","female",1
"1269","Aznalcazar",5,"Cistus crispus","Nomada merceti","focal","PERDIDO","female",1
"1270","Aznalcazar",5,"Cistus crispus","Systropha planidens","out","BF99","male",1
"1271","Aznalcazar",5,"Cistus crispus","Apis mellifera","out","BF222","worker",1
"1272","Aznalcazar",5,"Cistus crispus","Apis mellifera","out","BF223","worker",2
"1273","Aznalcazar",5,"Cistus crispus","Andrena hispania","out","BF318","female",1
"1274","Aznalcazar",5,"Andryala integrifolia","Panurgus cephalotes","out","BF257","female",1
"1275","Villamanriquesur",5,"Cistus crispus","Apis mellifera","focal","no_captured","worker",1
"1276","Villamanriquesur",5,"Cistus crispus","Lasioglossum sp","focal","no_captured","female",1
"1277","Villamanriquesur",5,"Cistus crispus","Dasypoda sp","focal","PERDIDO","female",1
"1278","Villamanriqueeste",5,"Cistus crispus","Flavipanurgus venustus","focal","PERDIDO","male",1
"1279","Villamanriqueeste",5,"Cistus crispus","Andrena nigroaenaea","focal","no_captured","female",1
"1280","Villamanriqueeste",5,"Cistus crispus","Andrena flavipes","focal","no_captured","female",1
"1281","Villamanriqueeste",5,"Cistus crispus","Apis mellifera","focal","no_captured","worker",1
"1282","Villamanriqueeste",5,"Cistus crispus","Strymon sculi","focal","no_captured","female",1
"1283","Lasmulas",5,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"1284","Lasmulas",5,"Cistus crispus","Heliotaurus ruficollis","out","no_captured",NA,1
"1285","Lasmulas",5,"Cistus crispus","Pieris rapae","out","no_captured",NA,1
"1286","Lasmulas",5,"Cistus crispus","Corynis sp","out","no_captured","female",1
"1287","Lasmulas",5,"Cistus crispus","Megalodontes sp","out","no_captured","female",1
"1288","Lasmulas",5,"Cistus crispus","Myopa buccata","out","no_captured",NA,1
"1289","Niebla",5,"Cistus monspeliensis","Chasmatopterus illigeri","focal","no_captured",NA,2
"1290","Niebla",5,"Cistus monspeliensis","Heliotaurus ruficollis","focal","no_captured",NA,3
"1291","Niebla",5,"Cistus monspeliensis","Dasypoda crassicornis","focal","no_captured","female",1
"1292","Niebla",5,"Cistus monspeliensis","Episyrphus balteatus","focal","no_captured",NA,1
"1293","Niebla",5,"Genista hirsuta","Meloidae NA","out","BF467",NA,1
"1294","Niebla",5,"Convolvulus althaeoides","Rhodanthidium sticticum","out","no_captured","female",1
"1295","Niebla",5,"Convolvulus althaeoides","Rhodanthidium septendentatum","out","no_captured","female",1
"1296","Niebla",5,"Thapsia villosa","Macrophya montana","out","no_captured","males_and_females",2
"1297","Niebla",5,"Thapsia villosa","Agapanthia asphodeli","out","no_captured","male",2
"1298","Niebla",5,"Convolvulus althaeoides","Osmia caerulescens","out","no_captured","female",1
"1299","Niebla",5,"Convolvulus althaeoides","Rhodanthidium sticticum","out","no_captured","males_and_females",2
"1300","Niebla",5,"Convolvulus althaeoides","Dasypoda crassicornis","out","PERDIDO","female",1
"1301","Niebla",5,"Convolvulus althaeoides","Anthophora sp","out","PERDIDO","female",1
"1302","Niebla",5,"Convolvulus althaeoides","Episyrphus balteatus","out","no_captured",NA,2
"1303","Bonares",5,"Cistus salvifolius","Eucera collaris","focal","BF571","female",2
"1304","Bonares",5,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"1305","Bonares",5,"Carduus sp","Panurgus banksianus","out","PERDIDO","female",1
"1306","Bonares",5,"Carduus sp","Lasioglossum sexnotatum","out","BF86","female",2
"1307","Bonares",5,"Thapsia villosa","Dasypoda cingulata","out","BF143","female",1
"1308","Bonares",5,"Carduus sp","Bombylius morpho1","out","BF382","male",1
"1309","Bonares",5,"Thapsia villosa","Apis mellifera","out","BF224","worker",4
"1310","Bonares",5,"Thapsia villosa","Nomada merceti","out","BF334","male",1
"1311","Bonares",5,"Thapsia villosa","Dischistus senex","out","BF373","male",1
"1312","Bonares",5,"Thapsia villosa","Sphaerophoria scripta","out","BF428","male",1
"1313","Bonares",5,"Thapsia villosa","Episyrphus balteatus","out","BF427","female",1
"1314","Bonares",5,"Thapsia villosa","Dasypoda crassicornis","out","BF702","male",1
"1315","ConventodelaLuz",5,"Cistus crispus","Xylocopa cantabrita","focal","no_captured","female",1
"1316","Urbanizaciones",5,"Cistus crispus","Bombus terrestris","out","no_captured","worker",1
"1317","Urbanizaciones",5,"Cistus crispus","Apis mellifera","out","no_captured","worker",1
"1318","Urbanizaciones",5,"Cistus crispus","Dasypoda visnaga","out","PERDIDO","female",1
"1319","Urbanizaciones",5,"Cistus crispus","Flavipanurgus venustus","out","BF241","male",2
"1320","Urbanizaciones",5,"Cistus crispus","Flavipanurgus venustus","out","BF250","male",1
"1321","Urbanizaciones",5,"Cistus crispus","Flavipanurgus venustus","out","BF251","male",1
"1322","Urbanizaciones",5,"Cistus crispus","Lestica clypeata","out","BF671","male",5
"1323","Elpinar",5,"Cistus salvifolius","Lasioglossum interruptum","focal","BF307","female",1
"1324","Elpinar",5,"Convolvulus arvensis","Systropha planidens","out","BF95","male",2
"1325","Elpinar",5,"Convolvulus arvensis","Systropha planidens","out","BF306","male",1
"1326","Elpinar",5,"Convolvulus arvensis","Lachnaia tristigmia","out","BF471",NA,1
"1327","Elpinar",5,"Ranunculus sp","Panurgus cephalotes","out","BF260","female",2
"1328","Elpinar",5,"Cistus crispus","Andrena hispania","out","BF316","female",1
"1329","Elpinar",5,"Convolvulus arvensis","Eucera collaris","out","BF576","female",2
"1330","PinaresdeHinojos",5,"Cistus libanotis","Colletes acutus","focal","BF168","female",1
"1331","PinaresdeHinojos",5,"Cistus libanotis","Psilothrix viridicoerulea","focal","no_captured",NA,4
"1332","PinaresdeHinojos",5,"Cistus libanotis","Bibio sp","focal","PERDIDO",NA,2
"1333","PinaresdeHinojos",5,"Cistus salvifolius","Glaucopsyche alexis","out","no_captured",NA,1
"1334","CotitodeSantaTeresa",5,"Lavandula stoechas","Anthophora atroalba","focal","BF612","female",2
"1335","CotitodeSantaTeresa",5,"Cistus albidus","Polistes sp","focal","no_captured","worker",1
"1336","CotitodeSantaTeresa",5,"Cistus crispus","Flavipanurgus venustus","focal","no_captured","male",1
"1337","CotitodeSantaTeresa",5,"Cistus crispus","Flavipanurgus venustus","focal","no_captured","male",1
"1338","CotitodeSantaTeresa",5,"Cistus crispus","Eucera elongatula","focal","BF559",NA,2
"1339","CotitodeSantaTeresa",5,"Thapsia villosa","Colletes sp","out","no_captured","male",1
"1340","CotitodeSantaTeresa",5,"Thapsia villosa","Lestica clypeata","out","no_captured","male",1
"1341","CotitodeSantaTeresa",5,"Thapsia villosa","Cantharis fusca","out","BF530",NA,1
"1342","CotitodeSantaTeresa",5,"Thapsia villosa","Cerceris morpho1","out","BF681",NA,1
"1343","CotitodeSantaTeresa",5,"Thapsia villosa","Myathropa florea","out","BF429","female",1
"1344","CotitodeSantaTeresa",5,"Chamaerops humilis","Derelomus chamaeropis","out","no_captured",NA,3
"1345","CotitodeSantaTeresa",5,"Thapsia villosa","Attagenus trifasciatus","out","BF470",NA,1
"1346","CotitodeSantaTeresa",5,"Thapsia villosa","Brachycoleus morpho1","out","BF487",NA,1
"1347","CotitodeSantaTeresa",5,"Thapsia villosa","Calamobius filum","out","BF512",NA,1
"1348","Pinodelcuervo",5,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"1349","Pinodelcuervo",5,"Asphodelus fistulosus","Philanthus triangulum","focal","no_captured","female",1
"1350","Pinodelcuervo",5,"Asphodelus fistulosus","Megascolia maculata","focal","no_captured","male",2
"1351","Pinodelcuervo",5,"Cistus crispus","Bombus terrestris","out","BF215","worker",2
"1352","Pinodelcuervo",5,"Cistus crispus","Nomada discrepans","out","BF339","female",1
"1353","Pinodelcuervo",5,"Cistus crispus","Eucera notata","out","BF581","female",2
"1354","Elpozo",5,"Chamaemelum fuscatum","Bombus terrestris","out","BF218","worker",2
"1355","Elpozo",5,"Lavandula stoechas","Andrena abrupta","out","BF300","male",1
"1356","Elpozo",5,"Lavandula stoechas","Dischistus senex","out","BF369","male",2
"1357","LaRocina",6,"Anchusa azurea","Xylocopa violacea","focal","no_captured","female",1
"1358","LaRocina",6,"Anchusa azurea","Ceratina mocsaryi","focal","no_captured","female",1
"1359","LaRocina",6,"Anchusa azurea","Vanessa cardui","focal","no_captured",NA,1
"1360","LaRocina",6,"Anchusa azurea","Xylocopa cantabrita","focal","no_captured","female",1
"1361","LaRocina",6,"Anchusa azurea","Vanessa cardui","focal","no_captured",NA,1
"1362","LaRocina",6,"Anchusa azurea","Nemoptera bipennis","out","BF682",NA,1
"1363","LaRocina",6,"Anchusa azurea","Andrena flavipes","out","BF333","female",2
"1364","LaRocina",6,"Anchusa azurea","Panurgus perezi","out","no_captured","male",1
"1365","LaRocina",6,"Anchusa azurea","Nomada merceti","out","no_captured",NA,1
"1366","LaRocina",6,"Anchusa azurea","Megascolia maculata","out","no_captured","male",1
"1367","LaRocina",6,"Anchusa azurea","Dasypoda cingulata","out","BF147","male",1
"1368","LaRocina",6,"Anchusa azurea","Osmia caerulescens","out","PERDIDO","female",1
"1369","Pinodelcuervo",6,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"1370","Pinodelcuervo",6,"Asphodelus fistulosus","Dasypoda cingulata","focal","BF137","female",2
"1371","Pinodelcuervo",6,"Asphodelus fistulosus","Colletes nigricans","focal","BF164","male",1
"1372","Pinodelcuervo",6,"Asphodelus fistulosus","Nomada merceti","focal","BF335","male",1
"1373","Pinodelcuervo",6,"Asphodelus fistulosus","Apis mellifera","focal","no_captured","worker",1
"1374","Pinodelcuervo",6,"Asphodelus fistulosus","Dasypoda crassicornis","focal","BF141","female",1
"1375","Pinodelcuervo",6,"Asphodelus fistulosus","Flavipanurgus venustus","focal","BF239","female",2
"1376","Pinodelcuervo",6,"Cistus crispus","Flavipanurgus venustus","out","no_captured","female",1
"1377","Pinodelcuervo",6,"Cistus crispus","Andrena morio","out","no_captured","female",1
"1378","Pinodelcuervo",6,"Cistus crispus","Apis mellifera","out","no_captured","female",1
"1379","Pinodelcuervo",6,"Cistus crispus","Pyronia bathseba","out","no_captured",NA,1
"1380","Pinodelcuervo",6,"Cistus crispus","Bombylius morpho3","out","BF380","female",1
"1381","Pinodelcuervo",6,"Asphodelus fistulosus","Nomada merceti","out","BF336","male",1
"1382","Pinodelcuervo",6,"Asphodelus fistulosus","Dischistus senex","out","BF375","male",1
"1383","Pinodelcuervo",6,"Asphodelus fistulosus","Bombylius sp","out","PERDIDO","female",2
"1384","Pinodelcuervo",6,"Armeria velutina","Cantharis fusca","out","BF468",NA,1
"1385","Pinodelcuervo",6,"Asphodelus fistulosus","Megascolia maculata","out","BF613","male",1
"1386","Pinodelcuervo",6,"Asphodelus fistulosus","Hoplitis antigae","out","BF641","male",1
"1387","Urbanizaciones",6,"Cirsium vulgare","Helophilus trivittatus","out","PERDIDO","female",NA
"1388","Urbanizaciones",6,"Cirsium vulgare","Hoplitis sp","out","no_captured","female",NA
"1389","Urbanizaciones",6,"Cirsium vulgare","Coelioxys sp","out","no_captured",NA,NA
"1390","Aznalcazar",7,"Mirtus communis","Stomorhina lunata","focal","BF396","male",3
"1391","Aznalcazar",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",10
"1392","Aznalcazar",7,"Mirtus communis","Apis mellifera","focal","BF221","worker",30
"1393","Aznalcazar",7,"Mirtus communis","Dasypogon sp","focal","BF451","female",1
"1394","Aznalcazar",7,"Mirtus communis","Psilothrix viridicoerulea","focal","no_captured",NA,2
"1395","Aznalcazar",7,"Mirtus communis","Asilidae NA","out","BF458",NA,1
"1396","Aznalcazar",7,"Mirtus communis","Merodon morpho1","out","BF436",NA,2
"1397","Aznalcazar",7,"Mirtus communis","Asilidae NA","out","BF452",NA,1
"1398","Aznalcazar",7,"Mirtus communis","Dasypogon morpho1","out","BF455","female",1
"1399","Aznalcazar",7,"Mirtus communis","Amegilla quadrifasciata","out","BF624","female",2
"1400","Villamanriquesur",7,"Mirtus communis","Lasioglossum leucozonium","focal","BF36","female",5
"1401","Villamanriquesur",7,"Mirtus communis","Amegilla albigena","focal","BF623","female",6
"1402","Villamanriquesur",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",20
"1403","Villamanriquesur",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",16
"1404","Villamanriquesur",7,"Mirtus communis","Amegilla albigena","focal","BF618","female",7
"1405","Villamanriquesur",7,"Mirtus communis","Amegilla albigena","focal","BF620","female",5
"1406","Villamanriquesur",7,"Mirtus communis","Hoplitis adunca","focal","BF643","male",18
"1407","Villamanriquesur",7,"Mirtus communis","Megascolia maculata","out","BF662","female",2
"1408","Villamanriqueeste",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",21
"1409","Villamanriqueeste",7,"Mirtus communis","Ceratina cucurbitina","focal","BF192","female",8
"1410","Villamanriqueeste",7,"Mirtus communis","Cryptocephalus morpho1","focal","BF475",NA,5
"1411","Villamanriqueeste",7,"Mirtus communis","Buprestidae NA","focal","BF515",NA,4
"1412","Villamanriqueeste",7,"Mirtus communis","Ceratina cucurbitina","focal","BF188","female",6
"1413","Villamanriqueeste",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",5
"1414","Villamanriqueeste",7,"Mirtus communis","Lasioglossum fulvipes","focal","BF37","female",5
"1415","Villamanriqueeste",7,"Mirtus communis","Philanthus triangulum","focal","BF351","female",1
"1416","Villamanriqueeste",7,"Asphodelus fistulosus","Colpa quinquecincta","out","BF666","female",1
"1417","Villamanriqueeste",7,"Mirtus communis","Apis mellifera","out","no_captured","worker",50
"1418","Villamanriqueeste",7,"Mirtus communis","Xylocopa violacea","out","no_captured",NA,12
"1419","Villamanriqueeste",7,"Mirtus communis","Megascolia maculata","out","no_captured",NA,2
"1420","Villamanriqueeste",7,"Mirtus communis","Asilidae NA","out","no_captured",NA,1
"1421","Villamanriqueeste",7,"Asphodelus fistulosus","Colpa quinquecincta","out","BF667","female",2
"1422","Villamanriqueeste",7,"Mirtus communis","Pseudapis diversipes","out","BF645","male",2
"1423","Villamanriqueeste",7,"Mirtus communis","Eodynerus posticus","out","BF687","female",1
"1424","Aznalcazar",7,"Mirtus communis","Syritta pipiens","out","BF462","male",2
"1425","Aznalcazar",7,"Mirtus communis","Syritta pipiens","out","BF463","male",3
"1426","Aznalcazar",7,"Mirtus communis","Eristalinus taeniops","out","BF464","female",5
"1427","Aznalcazar",7,"Mirtus communis","Eristalinus megacephalus","out","BF465","male",1
"1428","Aznalcazar",7,"Mirtus communis","Eristalinus megacephalus","out","BF466","female",2
"1429","Aznalcazar",7,"Scolymus hispanicus","Cerceris morpho1","out","PERDIDO",NA,2
"1430","Lasmulas",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",16
"1431","Lasmulas",7,"Mirtus communis","Amegilla albigena","focal","BF617","female",6
"1432","Lasmulas",7,"Mirtus communis","Amegilla albigena","focal","BF619","female",7
"1433","Lasmulas",7,"Mirtus communis","Psilothrix viridicoerulea","focal","no_captured",NA,2
"1434","Lasmulas",7,"Mirtus communis","Bombylius morpho1","focal","BF392",NA,3
"1435","Lasmulas",7,"Mirtus communis","Acmaeoderella adspersula","out","BF516",NA,2
"1436","LaRocina",7,"Mirtus communis","Eristalinus taeniops","focal","BF435","female",5
"1437","LaRocina",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",18
"1438","LaRocina",7,"Mirtus communis","Colletes acutus","focal","BF171","female",5
"1439","LaRocina",7,"Mirtus communis","Amegilla fasciata","focal","BF616","female",13
"1440","LaRocina",7,"Mirtus communis","Colletes abeillei","focal","BF172","female",4
"1441","LaRocina",7,"Mirtus communis","Amegilla albigena","focal","BF622","female",11
"1442","LaRocina",7,"Mirtus communis","Lasioglossum gemmeus","focal","BF50","female",4
"1443","LaRocina",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",29
"1444","LaRocina",7,"Mirtus communis","Dasypogon morpho1","out","BF450","female",NA
"1445","Pinodelcuervo",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",4
"1446","Pinodelcuervo",7,"Mirtus communis","Megascolia maculata","focal","BF657","male",1
"1447","Pinodelcuervo",7,"Mirtus communis","Megascolia maculata","focal","BF658","female",1
"1448","Elpozo",7,"Mirtus communis","Lasiglossum crenicornis","focal","BF646","female",8
"1449","Elpozo",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",5
"1450","Elpozo",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",2
"1451","Elpozo",7,"Mirtus communis","Megascolia maculata","out","BF665","male",1
"1452","PinaresdeHinojos",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",43
"1453","PinaresdeHinojos",7,"Mirtus communis","Amegilla quadrifasciata","focal","BF621","female",6
"1454","PinaresdeHinojos",7,"Mirtus communis","Apis mellifera","focal","no_captured","worker",7
"1455","PinaresdeHinojos",7,"Mirtus communis","Anthidiellum strigatum","focal","BF630",NA,5
"1456","PinaresdeHinojos",7,"Halimium halimifolium","Tachysphex panzeri","out","BF654",NA,1
"1457","PinaresdeHinojos",7,"Mentha pulegium","Pseudapis diversipes","out","BF647","male",7
"1458","PinaresdeHinojos",7,"Mentha pulegium","Colletes acutus","out","BF159","female",1
"1459","PinaresdeHinojos",7,"Mentha pulegium","Cerceris rybyensis","out","BF348","female",2
"1460","PinaresdeHinojos",7,"Mentha pulegium","Tachysphex panzeri","out","BF350",NA,1
"1461","PinaresdeHinojos",7,"Mentha pulegium","Bembix sp","out","BF663",NA,3
"1462","PinaresdeHinojos",7,"Mentha pulegium","Bembecinus carpetanus","out","BF664","female",2
"1463","PinaresdeHinojos",7,"Mentha pulegium","Empis morpho2","out","BF457",NA,1
"1464","PinaresdeHinojos",7,"Mentha pulegium","Cerceris sabulosa","out","BF688","female",1
"1465","ConventodelaLuz",7,"Acacia adealbata","Lasioglossum leucozonium","out","BF32","male",2
"1466","ConventodelaLuz",7,"Acacia adealbata","Lasioglossum leucozonium","out","BF33","male",5
"1467","ConventodelaLuz",7,"Acacia adealbata","Lasioglossum leucozonium","out","BF34","male",1
"1468","ConventodelaLuz",7,"Acacia adealbata","Lasioglossum leucozonium","out","BF35","male",1
"1469","ConventodelaLuz",7,"Acacia adealbata","Eristalis morpho1","out","BF413",NA,6
"1470","ConventodelaLuz",7,"Acacia adealbata","Eristalinus taeniops","out","BF425","female",2
"1471","ConventodelaLuz",7,"Acacia adealbata","Eristalinus taeniops","out","BF431","male",4
"1472","ConventodelaLuz",7,"Acacia adealbata","Eristalinus taeniops","out","BF437","male",2
